ini;lib;tam_matr1;tam_matr2;encriptacion;precision;scheme;encript_ctx;t_total;m_total;e_program;config;program;t_program;m_program;t_compiler;m_compiler;t_compile;m_compile;poly_modulus_degree;poly_modulus_degree_ctx;rotations;coeff_modulus;coeff_modulus_arr;t_generate_keys;m_generate_keys;t_prep_inputs;m_prep_inputs;t_encrypt;m_encrypt;t_execute;m_execute;t_decrypt;m_decrypt;t_prep_outputs;m_prep_outputs;fin
1722944620.396539;EVA;1x1;1x1;128;40;CKKS;128;0.11737632751464844;89870336;6.142795783947282e-06;{'warn_vec_size': 'false', 'security_level': '128'};Matrix 1x1 Multiplication;0.00011324882507324219;0;1.5497207641601562e-05;0;0.0006246566772460938;0;16384;16384;{0};260;[60, 20, 60, 60, 60];0.030080556869506836;19767296;1.0013580322265625e-05;0;0.009339094161987305;0;0.03492236137390137;0;0.005203962326049805;0;1.0967254638671875e-05;0;1722944620.5953834
1722949634.7119792;EVA;1x1;1x1;128;40;CKKS;128;0.11913776397705078;90169344;3.2192378968440597e-06;{'warn_vec_size': 'false', 'security_level': '128'};Matrix 1x1 Multiplication;0.00011229515075683594;0;1.4781951904296875e-05;0;0.0006253719329833984;0;16384;16384;{0};260;[60, 20, 60, 60, 60];0.03080153465270996;20819968;7.867813110351562e-06;0;0.009694099426269531;0;0.03561854362487793;524288;0.005304813385009766;0;1.0013580322265625e-05;0;1722949634.9144804
