ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722949814.4899132;Plain computation;8x8;8x8;16384;256;40;1.811981201171875e-05;0;2.1457672119140625e-06;0;7.271766662597656e-05;2355200;1722949814.4901855
