ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722945065.7582247;Plain computation;128x128;128x128;32768;256;40;6.985664367675781e-05;262144;4.5299530029296875e-05;131072;0.0002510547637939453;8781824;1722945065.758896
1722953946.5088122;Plain computation;128x128;128x128;32768;256;40;9.107589721679688e-05;131072;0.00010371208190917969;131072;0.0009217262268066406;10878976;1722953946.510308
