ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722944682.0725086;Plain computation;32x32;32x32;16384;256;40;5.7220458984375e-06;131072;1.430511474609375e-06;0;4.649162292480469e-05;2342912;1722944682.0726662
1722950094.0446236;Plain computation;32x32;32x32;16384;256;40;6.9141387939453125e-06;0;1.430511474609375e-06;0;3.552436828613281e-05;131072;1722950094.0447876
