ini;lib;tam_matr1;tam_matr2;encriptacion;precision;scheme;encript_ctx;t_total;m_total;e_program;config;program;t_program;m_program;t_compiler;m_compiler;t_compile;m_compile;poly_modulus_degree;poly_modulus_degree_ctx;rotations;coeff_modulus;coeff_modulus_arr;t_generate_keys;m_generate_keys;t_prep_inputs;m_prep_inputs;t_encrypt;m_encrypt;t_execute;m_execute;t_decrypt;m_decrypt;t_prep_outputs;m_prep_outputs;fin
1722944636.3278427;EVA;2x2;2x2;256;40;CKKS;256;0.5715200901031494;422817792;1.2947058329251832e-06;{'warn_vec_size': 'false', 'security_level': '256'};Matrix 2x2 Multiplication;0.00021886825561523438;0;1.5497207641601562e-05;0;0.0021126270294189453;0;32768;32768;{0, 1, 2, -1};320;[60, 20, 60, 60, 60, 60];0.21850872039794922;98390016;1.7881393432617188e-05;0;0.048598289489746094;0;0.23236989974975586;0;0.011868953704833984;0;1.9311904907226562e-05;0;1722944637.4164605
1722949661.6813974;EVA;2x2;2x2;256;40;CKKS;256;0.707726001739502;424546304;1.1202376082994991e-06;{'warn_vec_size': 'false', 'security_level': '256'};Matrix 2x2 Multiplication;0.00022268295288085938;0;1.5497207641601562e-05;0;0.002135753631591797;0;32768;32768;{0, 1, 2, -1};320;[60, 20, 60, 60, 60, 60];0.3762176036834717;98496512;1.4543533325195312e-05;0;0.048665761947631836;0;0.24207735061645508;0;0.012143373489379883;0;2.09808349609375e-05;0;1722949663.072772
