ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722944639.7953904;Plain computation;4x4;4x4;16384;256;40;6.198883056640625e-06;131072;1.1920928955078125e-06;0;3.933906555175781e-05;2359296;1722944639.795524
1722949698.3627234;Plain computation;4x4;4x4;16384;256;40;7.867813110351562e-06;0;1.430511474609375e-06;0;1.6689300537109375e-05;262144;1722949698.3628361
