ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722949775.0317664;Plain computation;8x8;8x8;16384;256;40;1.7642974853515625e-05;0;2.1457672119140625e-06;0;3.266334533691406e-05;262144;1722949775.0320268
