ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722954917.3456883;Plain computation;128x128;128x128;32768;256;40;7.557868957519531e-05;131072;5.412101745605469e-05;131072;0.0012202262878417969;8794112;1722954917.3473632
