ini;lib;tam_matr1;tam_matr2;encriptacion;precision;scheme;encript_ctx;t_total;m_total;e_program;config;program;t_program;m_program;t_compiler;m_compiler;t_compile;m_compile;poly_modulus_degree;poly_modulus_degree_ctx;rotations;coeff_modulus;coeff_modulus_arr;t_generate_keys;m_generate_keys;t_prep_inputs;m_prep_inputs;t_encrypt;m_encrypt;t_execute;m_execute;t_decrypt;m_decrypt;t_prep_outputs;m_prep_outputs;fin
1722949683.568816;EVA;4x4;4x4;128;40;CKKS;128;0.5415513515472412;396795904;2.0633717404767723e-07;{'warn_vec_size': 'false', 'security_level': '128'};Matrix 4x4 Multiplication;0.0004897117614746094;0;1.7404556274414062e-05;0;0.0065801143646240234;0;16384;16384;{0, 1, 2, 3, 4, 8, 12, -1, -3, -2};320;[60, 20, 60, 60, 60, 60];0.1987757682800293;97054720;1.6689300537109375e-05;0;0.023738861083984375;0;0.25875234603881836;0;0.005490541458129883;0;1.8596649169921875e-05;0;1722949684.6056788
