ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722950659.5947714;Plain computation;64x64;64x64;16384;256;40;1.1682510375976562e-05;0;5.4836273193359375e-06;0;4.744529724121094e-05;262144;1722950659.594983
