ini;lib;tam_matr1;tam_matr2;encriptacion;precision;scheme;encript_ctx;t_total;m_total;e_program;config;program;t_program;m_program;t_compiler;m_compiler;t_compile;m_compile;poly_modulus_degree;poly_modulus_degree_ctx;rotations;coeff_modulus;coeff_modulus_arr;t_generate_keys;m_generate_keys;t_prep_inputs;m_prep_inputs;t_encrypt;m_encrypt;t_execute;m_execute;t_decrypt;m_decrypt;t_prep_outputs;m_prep_outputs;fin
1722944644.1007373;EVA;8x8;8x8;128;40;CKKS;128;1.018211841583252;775688192;1.3808645287085573e-07;{'warn_vec_size': 'false', 'security_level': '128'};Matrix 8x8 Multiplication;0.0011210441589355469;0;1.5020370483398438e-05;0;0.019829750061035156;0;16384;16384;{0, 1, 2, 3, 4, 5, 6, 7, 8, 16, 24, 32, 40, 48, 56, -2, -7, -6, -5, -4, -3, -1};320;[60, 20, 60, 60, 60, 60];0.3883213996887207;192630784;2.7418136596679688e-05;131072;0.022604942321777344;0;0.5251140594482422;0;0.00529170036315918;0;1.7404556274414062e-05;0;1722944646.082731
1722949731.6117177;EVA;8x8;8x8;128;40;CKKS;128;1.0714287757873535;777195520;1.535031865593622e-07;{'warn_vec_size': 'false', 'security_level': '128'};Matrix 8x8 Multiplication;0.0011928081512451172;0;1.7404556274414062e-05;0;0.020257949829101562;0;16384;16384;{0, 1, 2, 3, 4, 5, 6, 7, 8, 16, 24, 32, 40, 48, 56, -2, -7, -6, -5, -4, -3, -1};320;[60, 20, 60, 60, 60, 60];0.415539026260376;190611456;3.409385681152344e-05;131072;0.02425217628479004;0;0.5451326370239258;0;0.0055389404296875;0;1.8358230590820312e-05;0;1722949733.6966727
