ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722944617.631472;Plain computation;1x1;1x1;8192;128;40;6.67572021484375e-06;131072;9.5367431640625e-07;0;6.67572021484375e-06;0;1722944617.631595
1722949631.844696;Plain computation;1x1;1x1;8192;128;40;1.71661376953125e-05;0;1.9073486328125e-06;0;1.1444091796875e-05;0;1722949631.8449028
