ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_prep_coeff_modulus;m_prep_coeff_modulus;t_prep_params;m_prep_params;t_prep_context;m_prep_context;t_prep_keygen;m_prep_keygen;t_prep_secret_key;m_prep_secret_key;t_prep_public_key;m_prep_public_key;t_prep_relin_keys;m_prep_relin_keys;t_prep_gal_keys;m_prep_gal_keys;t_prep_encryptor;m_prep_encryptor;t_prep_evaluator;m_prep_evaluator;t_prep_decryptor;m_prep_decryptor;t_prep_encoder;m_prep_encoder;t_prep_total;m_prep_total;scheme;poly_modulus_degree_ctx;encript_ctx;coeff_modulus;coeff_modulus_arr;coeff_modulus_primes;t_matr1_encode;m_matr1_encode;t_matr1_encrypt;m_matr1_encrypt;t_matr1_total;m_matr1_total;b_matr1_encrypt;t_matr2_encode;m_matr2_encode;t_matr2_encrypt;m_matr2_encrypt;t_matr2_total;m_matr2_total;b_matr2_encrypt;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;e_matr1_matr2_matrix_multiply;t_matr1_matr2_matrix_multiply_prep_inputs;m_matr1_matr2_matrix_multiply_prep_inputs;t_matr1_matr2_matrix_multiply_encrypt;m_matr1_matr2_matrix_multiply_encrypt;t_matr1_matr2_matrix_multiply_prep;m_matr1_matr2_matrix_multiply_prep;t_matr1_matr2_matrix_multiply;m_matr1_matr2_matrix_multiply;b_matr1_matr2_matrix_multiply;t_matr1_matr2_matrix_multiply_decrypt;m_matr1_matr2_matrix_multiply_decrypt;t_matr1_matr2_matrix_multiply_prep_outputs;m_matr1_matr2_matrix_multiply_prep_outputs;fin
1722949867.1953073;SEAL;16x16;16x16;8192;128;40;0.0012509822845458984;262144;1.3113021850585938e-05;0;0.011556148529052734;10485760;0.0010738372802734375;786432;4.291534423828125e-06;0;0.0024938583374023438;847872;0.007840394973754883;3538944;0.13299989700317383;65601536;4.8160552978515625e-05;0;0.0007569789886474609;131072;7.104873657226562e-05;262144;0.00011014938354492188;393216;0.1582188606262207;82309120;CKKS;8192;128;218;[43, 43, 44, 44, 44];[8796092858369, 8796092792833, 17592186028033, 17592185438209, 17592184717313];0.0006308555603027344;524288;0.002137422561645508;786432;0.002768278121948242;1310720;40;0.00034999847412109375;262144;0.002090930938720703;655360;0.002440929412841797;917504;40;0.48002028465270996;85389312;0.2549375286012372;2.4318695068359375e-05;0;0.0046350955963134766;262144;1.5974044799804688e-05;0;0.32552361488342285;393216;116;0.0006153583526611328;0;3.5762786865234375e-06;0;1722949868.17046
