ini;lib;tam_matr1;tam_matr2;poly_modulus_degree;encriptacion;precision;t_matr1_square_total;m_matr1_square_total;t_matr1_matr2_multiply_total;m_matr1_matr2_multiply_total;t_matr1_matr2_matrix_multiply_total;m_matr1_matr2_matrix_multiply_total;fin
1722950586.2210057;Plain computation;64x64;64x64;16384;256;40;1.0728836059570312e-05;131072;5.0067901611328125e-06;0;6.151199340820312e-05;262144;1722950586.2212205
